Text,Normalized Result
低钾 / 低钠 / 原查,低钾血症 / 低钠血症
直肠癌 / 化疗 / 贫血 / 肝 / 损伤,直肠 / 恶性肿瘤 / 化学治疗 / 贫血 / 肝 / 损伤 / 癌
头面 / 颈 / 前胸 / 开水 / 烫伤,沸水 / 烫伤 / 躯干部 / 烫伤
手指 / 断,手指 / 创伤性 / 断 / 完全 / 部分
躯体 / 阵挛查,痉挛
右肺 / 磨 / 玻璃 / 小 / 结节,肺 / 占位性 / 病变
右肢 / 肌萎缩 / 查,肌肉 / 萎缩
先天性 / 心脏病 / 法洛联症,先天性 / 心脏病 / 法洛联症
糖尿病 / 周围 / 神血 / 病变,糖尿病 / 性 / 周围 / 神病 / 糖尿病 / 性 / 周围 / 血病
急性 / 髓性 / 血病 / M,急性 / 早幼 / 粒细胞 / 血病 / M / 型
心脾 / 肺虚 / 血脂高,高脂血症
巨 / 胎儿,巨儿
糖尿病 / 皮肤 / 瘙痒症 / 脑血供 / 血足 / 高血压,糖尿病 / 瘙痒症 / 脑血供 / 血足 / 高血压
混合 / 先露 / 小双,复合 / 先露
颈动脉 / 粥样 / 硬化 / 混合 / 斑,颈动脉 / 粥样 / 硬化
结性 / 逸 / 搏律性 / 全心 / 停搏,心脏 / 停搏 / 结性逸搏
急性 / 淋巴细胞 / 血病 / 维持 / 化疗,急性 / 淋巴细胞 / 血病 / 急性 / 淋巴细胞 / 血病 / 化学治疗
肾功 / 全支 / 气炎 / 免疫 / 缺陷 / 病 / 冠心病,肾功 / 全支 / 气炎 / 免疫 / 缺陷 / 冠状动脉 / 粥样 / 硬化性 / 心脏病
先天性 / 足 / 外翻,足 / 先天性 / 外翻 / 变形
胸闷 / 发慌,胸闷 / 心悸
双肺 / 发 / 网格 / 影 / 考虑 / 间质 / 改变 / 性,肺部 / 阴影
腰椎 / 体稳,腰椎 / 稳
滴虫 / 炎,未 / 特指 / 滴虫病
右 / 锁骨 / 淋巴结 / 继发 / 恶性肿瘤 / 放化疗 / 后,锁骨 / 淋巴结 / 继发 / 恶性肿瘤 / 恶性肿瘤 / 放疗 / 化学治疗
血脂高,高脂血症
急性 / 移植物 / 抗 / 宿主 / 反应 / 肠道,急性 / 移植物 / 抗 / 宿主 / 病
霍金 / 杰金病 / 未 / 特指 / C,未 / 特指 / 霍金 / 病
真菌性 / 眼炎,感染性 / 眼炎
交界 / 性 / 先天性 / 疱性 / 表皮 / 松解 / 症,交界 / 型 / 疱性 / 表皮 / 松解 / 症
病毒性 / 肝炎 / 慢性 / 乙型 / 病毒性 / 肝炎 / 慢性 / 乙型,慢性 / 乙型 / 病毒性 / 肝炎
开放性 / 腕 / 手发 / 损伤,腕手 / 处 / 开放性 / 损伤
先天性 / 腮裂 / 漏,鳃裂 / 瘘
原发 / 孕 / 卵巢 / 储备 / 功 / 减低,原发 / 孕 / 卵巢 / 功 / 减退
右侧 / 鼻腔 / 鼻窦 / 新 / 生物 / Ca,鼻腔 / 息肉 / 鼻窦 / 息肉 / 鼻腔 / 恶性肿瘤 / 鼻窦 / 恶性肿瘤 / 癌
贲门 / 胃体 / 状 / 腺瘤,状 / 腺瘤 / 贲门 / 良性肿瘤 / 胃 / 良性肿瘤
右肺 / 下叶 / 错构瘤,肺 / 错构瘤
低 / 钙 / 镁 / 氯 / 血症,低 / 钙 / 血症 / 低 / 镁 / 血症 / 低氯 / 血症
肢 / 动脉 / 阻塞,肢 / 动脉 / 闭塞
左 / 乳晕 / 溃疡 / 性质 / 查 / 考虑 / Pagets / 病,乳房 / 佩吉特 / 病 / 乳晕 / 恶性肿瘤
下肢 / 静脉曲张 / 伴浅 / 静脉 / 血栓 / 形成,下肢 / 静脉曲张 / 下肢 / 静脉 / 血栓 / 形成
骶 / 尾部 / 脂肪瘤 / 型 / 脊髓 / 栓系,发性 / 脂肪瘤 / 骨盆 / 良性肿瘤
颈动脉 / 粥样 / 硬化 / 伴 / 斑块 / 形成,颈动脉 / 粥样 / 硬化
右乳 / 浸润性 / 导癌 / 生物 / 治疗,乳腺 / 恶性肿瘤 / 浸润性 / 导癌 / 恶性肿瘤 / 生物 / 治疗
肠积气 / 十指 / 肠积气 / 腹腔 / 肠积气,肠 / 胀气
痔疮 / 伴 / 肛门 / 癣,痔皮 / 真菌病
食颈段 / 鳞 / 状 / 细胞 / 癌,食 / 颈部 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
分 / 叶性 / 肾炎,膜性 / 增殖性 / 肾小球 / 肾炎
胃胀 / 畅,胃 / 胀气 / 排 / 困难
左足 / 足趾 / 远节 / 趾骨 / 撕脱 / 性骨折 / 伴 / 脱位,趾骨 / 骨折 / 趾间 / 关节 / 脱位
左颈 / Castlemen / 病,Castleman / 病
Gp / 孕周产 / Lo / 完全性 / 前置 / 胎盘 / 副 / 胎盘,孕周 / 中央 / 性 / 前置 / 胎盘 / 妊娠 / 合副 / 胎盘
距 / 肛门 / cm / 结肠 / 状 / 腺瘤 / 低级,结肠 / 良性肿瘤 / 状 / 腺瘤
右肢 / 肱头 / 肌 / 部分 / 断裂,肱头 / 肌 / 肌肉 / 肌腱 / 损伤
双下肢 / 废性 / 萎缩 / 左足 / 压疮,压疮 / 失性 / 肌肉 / 萎缩
右腹 / 适查 / 消化 / 良,消化 / 良
月 / 先后 / 无期 / 病,月 / 紊乱
双下肢 / 神 / 病变,发性 / 神病 / 发性 / 神炎 / 周围 / 神炎
精神病 / 肝 / 豆状 / 变性,肝 / 豆状 / 核 / 变性 / Wilson / 病 / 精神障碍
阴囊 / 适,适
双肺 / 肺炎,肺炎
感染 / 甲沟炎,甲沟炎
舌下 / 神瘤,神瘤 / 舌下 / 神 / 良性肿瘤
肛周 / 小 / 细胞 / 恶性肿瘤 / 术后,小 / 细胞 / 型 / 恶性肿瘤 / 肛周 / 肿瘤
脾肿 / 脾囊样 / 灶,脾 / 脾 / 囊肿
横结肠 / 结肠 / 粘膜 / 低级 / 状 / 腺瘤 / 粟粒块,横结肠 / 良性肿瘤 / 状 / 腺瘤
小脑 / 萎缩性 / 济 / 失调,小 / 脑萎缩 / 济 / 失调
左 / 甲状腺 / 腺瘤 / 右侧 / 结节性 / 甲状腺肿,甲状腺 / 良性肿瘤 / 腺瘤
宫颈癌 / 化疗,子宫颈 / 恶性肿瘤 / 化学治疗 / 癌
慢性 / 肺 / 曲菌 / 病,肺 / 曲霉菌 / 病
唇 / 基底 / 细胞 / 癌,唇 / 恶性肿瘤 / 癌
行动 / 慢性 / 失眠 / 消化 / 良吐 / 胃溃疡 / 反酸 / 咽喉 / 肿痛 / 感 / 咽炎 / 嗽 / 痰 / 秘 / 重度 / 骨关节炎,失眠 / 消化 / 良吐 / 胃溃疡 / 反酸 / 感 / 咽炎 / 嗽 / 秘 / 重度 / 骨关节 / 病
发性 / 肝胆 / 囊肿,胆囊 / 肿
食胃 / 交界处 / 溃疡 / 型 / 状 / 腺癌 / 根,食胃 / 接部 / 恶性肿瘤 / 状 / 腺癌
孕产 / 孕周 / 已娩,正 / 分娩
高级 / 子宫 / 皮 / 病变 / CINIII,子宫颈 / 皮瘤 / 变 / III / 级 / CINIII / 级
右肺 / 中叶 / 肺疱,肺疱
子宫颈 / 非 / 角化 / 型 / 鳞 / 状 / 细胞 / 癌,子宫颈 / 恶性肿瘤 / 非 / 角化 / 鳞状 / 细胞 / 癌
骶骨 / 骨肉瘤,骶骨 / 恶性肿瘤 / 骨肉瘤
胎儿 / 宫 / 生长发育 / 受限,胎儿 / 生长 / 受限
鼻咽 / 鳞状 / 细胞 / 癌 / 放化疗 / 后,鼻咽 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
肺 / 真菌 / 感染 / 重症,肺 / 真菌 / 感染
HTN / 蛋 / 尿血 / 肌酐 / 升高,高血压 / 蛋尿 / O
宫颈 / 非 / 角化 / 型 / 鳞 / 状 / 细胞 / 癌,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
分化 / 型 / 脂肪 / 肉瘤,脂肪 / 肉瘤
左眼 / 软组织 / 挫伤,眼睑 / 眼周区 / 挫伤
双侧 / 颈动 / 粥样 / 硬化 / 伴发 / 斑块 / 形成,颈动脉 / 粥样 / 硬化
头颈 / 外斜查,斜颈
胆癌 / 重度 / 贫血,胆 / 恶性肿瘤 / 胆癌 / 重度 / 贫血
下肢 / 动脉 / 阻塞,下肢 / 动脉 / 栓塞
脊柱 / 退行性 / 变,脊柱 / 骨关节 / 病
腺癌 / 浸润,腺癌
右 / 面部 / Mikulicz / 病,米 / 库利 / 病
左 / 胫 / 腓骨 / 骨折,腓骨 / 骨折 / 胫骨 / 骨折
无 / 骨折 / 脱位 / 型 / 颈 / 脊髓 / 损伤 / 伴肢 / 全瘫,颈部 / 脊髓 / 损伤 / 肢瘫
鼻骨 / 发 / 骨折,鼻骨 / 骨折
右 / 肾囊 / 性 / 占位,肾囊肿
左 / 腹部 / 臀部 / 肿瘤,腹部 / 肿瘤 / 臀部 / 肿瘤
皮炎 / 腰腿痛,皮炎 / 下肢 / 疼痛 / 腰痛
心境障碍 / 双相 / 障碍,心境 / 情感 / 障碍 / 双相 / 情感 / 障碍
高血压 / 冠心病 / 肾衰 / 抑郁症,高血压 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 肾衰竭 / 抑郁症
贲门癌 / 综合 / 治疗 / 后,贲门 / 恶性肿瘤 / 癌
左 / 下肢 / 坏死 / 组织 / 查 / 真菌 / 菌丝,真菌 / 感染
神鞘 / 膜 / 瘤,神鞘瘤
外 / 阴痒 / 外阴炎 / 霉菌 / 阴道炎,外阴 / 瘙痒症 / 外阴炎 / 真菌性 / 阴道炎
肾变病 / 综合征 / 类型,肾病 / 综合征
先天性 / 颈 / 胸椎 / 侧弯 / 伴全 / 瘫,脊柱 / 侧弯 / 完全性 / 瘫痪
孕产 / 孕 / W / 胎膜 / 早破,孕周 / 胎膜 / 早破
双侧 / 肾癌,肾 / 恶性肿瘤 / 癌
腹部 / 割伤,腹部 / 开放性 / 损伤
腭部 / 慢性 / 涎腺炎 / 伴 / 脂肪组织 / 瘤样 / 增生,慢性 / 唾液腺 / 炎 / 脂肪瘤
右下 / 肺 / 病灶 / 性质 / 查 / 陈旧 / 病灶,肺 / 诊断 / 性影异
右足 / 拇趾 / 甲下 / 黑色素,色素 / 沉 / 特指 / 疾患
抗心 / 磷脂 / 综合症,抗 / 磷脂 / 综合征
右腿 / 刀 / 刺伤,刀 / 刺伤 / 腿 / 开放性 / 损伤
椎间盘 / 脱症,颈 / 椎间盘 / 移位
T / 型 / 引流 / 置换 / 胆囊,T / 型 / 引流 / 置换
心律 / 失 / 室早,室性 / 期前 / 收缩 / 心律 / 失
耳廓 / 部分 / 断,耳廓 / 开放性 / 损伤
面 / 颈部 / 放疗 / 后 / 淋巴 / 回流 / 障碍,淋巴 / 回流 / 障碍 / 放射治疗
右肢 / 胸 / 腹部 / 锯 / 割伤,肢 / 开放性 / 损伤 / 胸部 / 开放性 / 损伤 / 腹部 / 开放性 / 损伤
右肾 / 异位 / 肾,肾 / 异位
结肠癌 / 癌痛,结肠 / 恶性肿瘤 / 癌癌性 / 疼痛
子宫 / 膜 / 中 / 高 / 分化腺癌,子宫 / 膜 / 恶性肿瘤 / 腺癌
黄斑 / 变性 / 术后,黄斑 / 变性 / 眼 / 术后
子宫 / 避孕 / 器 / 机械 / 发症,放置 / 子宫 / 避孕 / 装置
右肺 / 错构瘤 / 性,肺 / 错构瘤
发性 / 腔隙性 / 梗 / 梗,发性 / 脑梗死 / 腔隙性 / 脑梗死
急性 / 脑梗死 / 高血压病 / 心肌缺血,脑梗死 / 高血压 / 心肌 / 供血足
胰腺癌 / 术后 / 胃 / 排空 / 障碍 / 胰腺 / 肿瘤 / 胰腺 / 分泌 / 功足 / 腹膜 / 后肿 / 淋巴结 / 转氨酶 / 升高,胰腺 / 术后 / 胰腺 / 恶性肿瘤 / 癌 / OO / 腹膜 / 后 / 淋巴结 / 肿 / 转氨酶 / 升高
左室 / 心性 / 肥厚 / 左室 / 舒张 / 功 / 减低,心室 / 肥厚
左腕 / 角 / 软骨 / 盘 / 撕裂 / 下尺 / 桡 / 稳,腕部 / 损伤 / 关节 / 稳
颈部 / 恶性 / 神鞘瘤 / 术后,颈部 / 恶性肿瘤 / 恶性 / 神鞘瘤
卵巢 / 低 / 分化 / 浆液 / 性癌,卵巢 / 恶性肿瘤 / 浆液 / 性癌
眼睑 / 组织 / 炎,眼睑 / 未 / 特指 / 炎症
原发性 / 醛 / 酮 / 增症 / 外,原发性 / 醛 / 酮症
宫颈 / 囊肿 / 卵巢囊肿,卵巢囊肿
右眼 / 皮肤 / 擦伤,眼睑 / 眼周区 / 浅表 / 损伤
高位 / 颈髓 / 椎 / 占位,椎 / 占位
左腹 / 胸壁 / 疼痛 / 查,腹痛 / 前 / 胸壁 / 痛
左外 / 踝 / 韧 / 撕脱 / 性骨折,外 / 踝骨 / 折
肠梗阻 / 秘,肠梗阻 / 秘
腹痛 / 胆石症 / 胆囊炎,胆囊炎 / 腹痛 / 胆石症
先心病 / 房缺 / 封堵 / 术后 / 高血压,房间隔 / 缺损 / 高血压 / 心脏 / 术后
直肠癌 / 术后 / 年 / 确诊 / 复发 / 放疗 / 中,直肠 / 术后 / 直肠 / 恶性肿瘤 / 放射治疗 / 恶性肿瘤 / 复发 / 癌
胸 / 腰椎 / 退行 / 改变,胸椎 / 退行性 / 病变 / 腰椎 / 退行性 / 病变
重度 / 感音 / 神性 / 聋双,感音 / 神性 / 聋
喉咽癌 / TNMIV / 期,喉咽 / 恶性肿瘤 / 癌 / 淋巴结 / 继发 / 恶性肿瘤
胃体 / 小弯侧 / 低 / 分化腺癌 / pTa,胃小弯 / 恶性肿瘤 / 腺癌
停周 / B超 / 提示 / 胎儿 / 卵 / 圆孔 / 增宽,妊娠 / 状态
右腿 / 截肢 / 右腿 / 功 / 障碍,截肢
左侧 / 听力 / 损害,听功 / 障碍
右 / 腹股沟 / 皮脂腺 / 囊肿,皮脂腺 / 囊肿
胸 / 腰骶部 / 放疗 / 后,放射治疗
右手 / 月 / 状骨 / 掌侧 / 脱位,腕 / 舟骨 / 月 / 骨 / 周围 / 脱位
全行 / 子宫 / 隔,子宫 / 隔
慢性 / 鼻窦炎 / 伴 / 息肉,慢性 / 鼻窦炎 / 鼻息肉
肺动脉 / 收缩压 / 中度 / 增高 / 心功 / Ⅲ / Ⅳ / 级,中度 / 肺动脉 / 高压 / 心功 / III / 级 / NYH / 分级 / 心功 / IV / 级 / NYH / 分级
腰椎 / 体横突 / 撕脱 / 性骨折,腰椎 / 骨折 / L
发脑腔隙 / 灶 / 右 / 脉络膜 / 裂小 / 囊肿,脉络膜 / 破裂 / 腔隙性 / 脑梗死 / 颅 / 囊肿
右肺 / 腺癌 / 支持 / 治疗,右肺 / 恶性肿瘤 / 腺癌
肢体 / 截肢 / 术后,截肢
双肺 / 挫伤 / 伴 / 感染,肺 / 挫伤 / 肺部 / 感染
T / 淋巴 / 母细胞 / 淋巴瘤 / IV / 期,T / 淋巴 / 母细胞 / 血病 / 淋巴瘤
非 / 霍金 / 淋巴瘤 / 腔 / 静脉 / 压迫 / 综合征 / 化疗 / 期间 / 肝功 / 损害 / 细胞 / 减少 / 静脉 / 血栓 / 形成 / 呼吸道 / 感染 / 嗽,非 / 霍金 / 淋巴瘤 / O / 化学治疗 / 肝功 / 全 / 细胞 / 减少 / 静脉 / 血栓 / 形成 / 呼吸道 / 感染 / 嗽
阴裂 / 伤 / I / 度裂 / 伤,阴部 / 裂伤
右 / 恶性肿瘤 / 症 / 治疗 / 鳞癌,鳞状 / 细胞 / 癌
腰椎 / 双膝 / 骨关节 / 病 / 行动 / 肌肉 / 关节痛 / 颈椎病,膝 / 骨关节 / 病肌痛 / 关节痛 / 颈椎病 / 腰椎病
醉酒 / 胰腺炎,乙醇 / 中毒 / 胰腺炎
右侧 / 卵巢 / 高级 / 浆液 / 性 / 腺癌 / IIIc / 期,卵巢 / 恶性肿瘤 / 浆液 / 性 / 腺癌
噬 / 血细胞 / 组织 / 综合征,噬 / 血细胞 / 综合征
语言 / 发育 / 异,言语 / 语言 / 发育 / 障碍
肺血 / 畸形,肺血 / 畸形
非 / 酒精性 / 脂肪性 / 肝病 / 肝病 / 胆囊,脂肪肝 / 未 / 特指 / 肝病
前列腺癌 / TNM,前列腺 / 恶性肿瘤 / 癌
支气 / 哮喘 / 慢性 / 阻塞性 / 肺 / 疾病 / 重叠 / 综合征,支气 / 哮喘 / 慢性 / 阻塞性 / 肺 / 疾病
宫腔 / 容物 / 增生 / 期 / 样子 / 宫膜伴 / 息肉 / 样 / 增生,子宫 / 膜 / 息肉
发性 / 跖 / 疣,掌跖疣
膝关节 / 骨关节炎 / 双膝 / 屈曲 / 挛缩 / 翻 / 畸形,双侧 / 膝关节 / 骨性 / 关节病 / 关节 / 挛缩 / 膝翻
胃癌 / 胃镜 / 检查 / 术后 / 化疗 / 吐 / 肝功 / 障碍 / 慢性 / 肝炎,胃 / 恶性肿瘤 / 恶性肿瘤 / 术后 / 化疗 / 吐 / 肝功 / 异 / 慢性 / 肝炎 / 癌
左足 / 距下 / 关节 / 骨,距骨 / 骨折 / 接
处女膜 / 破裂 / 血,处女膜 / 撕裂 / 伤血
膝关节 / 外翻,膝 / 外翻
右肺 / 下叶 / 癌,右肺 / 下叶 / 恶性肿瘤 / 癌
手裂 / 伤伴 / 感染,手部 / 开放性 / 损伤 / 感染
胸 / 腰椎 / 侧弯 / 畸形,脊柱 / 侧弯
热水 / 烫伤 / 面 / 颈部 / 双肢 / 躯干 / TBS / Ⅱ,沸水 / 烫伤 / 肢 / 烫伤
右输 / 尿 / 结石 / 伴 / 右肾 / 积液,肾积水 / 伴输 / 尿 / 结石
TL / 压缩性 / 骨折,胸椎 / 压缩性 / 骨折 / 腰椎 / 压缩性 / 骨折
非 / 霍金 / 淋巴瘤 / 滤泡 / 性 / 淋巴瘤 / 级 / Ⅳ / 期组累 / 双 / 锁骨 / 窝 / 双 / 腋窝 / 隔心 / 膈 / 角区 / 腹膜 / 后 / 盆腔 / 双 / 腹股沟 / ECOG / 评分 / 分组 / FLIPI / 分 / FLIPI / 分,非 / 霍金 / 淋巴瘤 / 滤泡 / 淋巴瘤 / 锁骨 / 继发 / 恶性肿瘤 / 腋下 / 继发 / 恶性肿瘤 / 隔 / 继发 / 恶性肿瘤 / 腹膜 / 后 / 继发 / 恶性肿瘤 / 盆腔 / 继发 / 恶性肿瘤 / 腹股沟 / 继发 / 恶性肿瘤 / 转移性 / 肿瘤
特发性 / 色素性 / 斑,色素 / 沉未 / 特指 / 疾患
阴道炎 / 求取 / 环月 / 调痛 / 子宫 / 腺肌症 / 盆腔炎,阴道炎 / 月 / 紊乱 / 痛 / 子宫 / 肌腺症 / 女性 / 盆腔炎
结肠癌 / 术后 / 肝 / 转移 / 肾腺 / 转移,结肠 / 术后 / 癌 / 结肠 / 恶性肿瘤 / 肝 / 继发 / 恶性肿瘤 / 转移性 / 癌 / 肾腺 / 继发 / 恶性肿瘤
右 / 胫 / 动脉 / 重度 / 狭窄 / 闭塞,胫 / 动脉 / 狭窄 / 胫 / 动脉 / 闭塞
宫颈 / 鳞状 / 细胞 / CaIIa / 期,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
周围 / 神病,发性 / 神病 / 发性 / 神炎 / 周围 / 神炎
腺囊瘤 / 足癣,足癣
抗心 / 磷脂 / 抗体 / 综合症,抗心 / 磷脂 / 抗体 / 综合征
月 / 调 / 黄体 / 功良,月 / 紊乱
右小腿 / 下 / 段 / 前侧 / 皮肤 / 坏死 / 缺失 / 创面,下肢 / 皮肤 / 坏死 / 下肢 / 皮肤 / 缺损
联合 / 性 / 免疫 / 缺乏症,联合 / 免疫 / 缺陷 / 病
继发 / 干燥 / 综合,继发性 / 干燥 / 综合征
支气 / 扩张 / 伴 / 感染 / 合 / 真菌 / 感染,支气 / 扩张 / 症合 / 感染 / 肺 / 真菌 / 感染
右 / 下肢 / 溃疡 / 伴 / 感染,下肢 / 溃疡 / 下肢 / 软组织 / 感染
真 / 红细胞 / 增加 / 肾功 / 减退,真性 / 红细胞 / 增症 / 肾功异
甲 / 旁腺功 / 低下,甲状腺 / 功 / 减退
双 / 卵巢 / 高级 / 乳头状 / 腺癌,卵巢 / 恶性肿瘤 / 乳头状 / 腺癌
哮喘 / thmas,支气 / 哮喘
主动脉瓣 / 钙化 / 轻度 / 关闭 / 全,主动脉瓣 / 关闭 / 全 / 主动脉瓣 / 钙化
尔 / 珀斯 / 病 / 灰质 / 变性 / lpers,弥漫性 / 进行性 / 脑 / 灰质 / 变性 / 尔 / 珀斯
宫颈 / 高级 / 皮 / 病变 / CIN / Ⅲ / 级 / 累 / 腺体,子宫颈 / 皮瘤 / 变 / III / 级 / CINIII / 级
左膝 / 侧间 / 室 / O / 侧月板 / 脱位,侧 / 膝关节 / 骨性 / 关节病
左面 / 颈部 / 牙龈 / 肿物 / C / 疼痛,面部 / 肿物 / 颈部 / 肿物 / 癌 / 疼痛 / O
语音 / 异,语音 / 改变
右 / 足 / 踇 / 趾 / 崁 / 甲,足趾 / 损伤 / 嵌甲
右肺 / 尖神 / 肿瘤 / 支气炎,肺 / 占位性 / 病变 / 神瘤 / 支气炎
双侧 / 髋关节 / 发育 / 性全脱,先天性 / 双侧 / 髋关节 / 脱位
腹线 / 疝 / 腹腔镜 / 术后,腹线 / 疝
右 / 膝关节 / 肿块,膝关节 / 肿物
口腔 / 弥漫性 / 扁平苔藓,扁平 / 苔癣
结核性 / 胸水,结核性 / 胸腔 / 积液
脾 / 静脉瘤 / 栓,脾 / 静脉 / 栓塞 / 肿瘤 / 栓子
双侧 / 卵巢 / 中 / 分化 / 浆液 / 性 / 腺癌,卵巢 / 恶性肿瘤 / 浆液 / 性 / 腺癌
慢性 / 肾脏病 / 矿物质 / 骨 / 代谢 / 异,慢性 / 肾病 / 矿物质 / 代谢 / 紊乱
膈 / 双侧 / 锁骨 / 下 / 腹腔 / 腹膜 / 后 / 淋巴结 / 发转,隔 / 淋巴结 / 继发 / 恶性肿瘤 / 锁骨 / 下 / 淋巴结 / 继发 / 恶性肿瘤 / 腹腔 / 淋巴结 / 继发 / 恶性肿瘤 / 腹膜 / 后 / 淋巴结 / 继发 / 恶性肿瘤 / 转移性 / 肿瘤
肝癌 / Ⅳ / 期,肝 / 恶性肿瘤 / 癌
右手掌 / 疤痕 / 挛缩 / 伴 / 食指 / 屈指 / 肌腱 / 粘,瘢痕 / 挛缩 / 手指 / 屈肌 / 肌腱 / 粘
颈 / 椎间盘 / 突,颈 / 椎间盘 / 突
急性 / 淋巴细胞 / 病 / 缓解 / 骨髓 / 象,急性 / 淋巴细胞 / 血病
双肢 / 抖动 / 原 / 帕金森 / 综合症,主 / 运动 / 帕金森 / 综合征
儿保 / 生长发育 / 龄 / 儿头围 / 缺 / 锌,锌 / 缺乏
胰腺 / 结节 / 查食癌 / 术后,胰腺 / 占位性 / 病变 / 食 / 术后 / 食 / 恶性肿瘤 / 癌
角膜 / cashang,角膜 / 擦伤
骨盆 / 尤文 / 肉瘤,尤 / 肉瘤 / 骨盆 / 恶性肿瘤
高血压 / 冠心病 / 阴道炎,高血压 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 阴道炎
陈旧性 / 外侧 / 月 / 板 / 紊乱,膝 / 外侧 / 月 / 板 / 紊乱
左 / 肩关节 / 破裂,肩部 / 损伤
功性 / 肠 / 紊乱,肠功 / 紊乱
高 / 纤维蛋原 / 血症 / 低 / 高密度 / 脂蛋 / 血症,高 / 纤维蛋原 / 血症 / 高密度 / 脂蛋 / 缺乏
后 / 交通 / 动脉瘤 / 术后,后 / 交通 / 动脉 / 动脉瘤
远端 / 造瘘 / 口肠 / 神节 / 细胞,未 / 特指 / 人工 / 造口 / 状态
GP / 孕周宫 / 妊娠 / 剖宫产 / LOT,无 / 指征 / 剖宫产 / 胎 / 分娩
膝 / 滑膜 / 皱襞 / 综合征,膝关节 / 滑膜 / 皱襞 / 综合征
左足 / 皮瓣 / 臃肿 / 术 / 中 / 诊断 / 左足 / 皮瓣 / 臃肿,皮瓣 / 移植 / 状态
回盲部 / Crohn / 病,肠 / 小肠 / 克罗恩 / 病
G / 骨髓 / 纤维化,原明性 / 骨髓 / 纤维化
糖尿病 / 合 / 血糖 / 低,糖尿病 / 性 / 低血糖症
肾 / 实质 / 萎缩 / 囊性 / 变 / 肾 / 皮质 / 部分 / 肾小球 / 玻璃,肾囊肿 / 肾 / 萎缩
左侧 / 额部 / 皮肤 / 挫伤,头皮 / 挫伤
胼胝 / 体异 / 信号 / 影 / 性质,颅骨 / 头 / 诊断 / 性影 / 检查 / 异类 / 处
右眼 / 人工 / 晶体 / 眼右 / 眼角膜 / 斑,人工 / 晶体 / 植入 / 状态 / 角膜 / 斑
右 / 卵巢 / 中 / 分化 / 子宫 / 膜样 / 腺癌,卵巢 / 恶性肿瘤 / 子宫 / 膜样 / 腺癌
脏器 / 功全 / 心肝 / 凝血,脏器 / 功 / 障碍 / 综合征 / MODS
宫颈 / 肥厚,子宫颈 / 肥
肝硬化 / 血,肝硬化 / 血
颈部 / 锁骨 / 腹腔 / 淋巴结 / 转移,颈部 / 淋巴结 / 继发 / 恶性肿瘤 / 锁骨 / 淋巴结 / 继发 / 恶性肿瘤 / 腹腔 / 淋巴结 / 继发 / 恶性肿瘤
双侧 / 胸水 / 少量 / 尿蛋 / 阳性 / 查,胸腔 / 积液
发 / 肋骨 / 骨折 / 伴双 / 肺 / 挫伤 / 血胸,肋骨 / 骨折 / 肺 / 挫伤 / 血胸
子宫颈 / 鳞癌 / IIB / 期 / 放疗 / 后,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 恶性肿瘤 / 放疗 / 化学治疗
缺损 / 部分 / 性 / 肺静脉 / 异位 / 引流 / 心型,部分 / 型 / 肺静脉 / 异位 / 引流
尿道 / 阴道 / 部新 / 生物,尿道 / 息肉 / 阴道 / 息肉
黑色素瘤 / 颈椎 / 皮下 / 转移 / 发 / 骨转移 / 癌痛,黑色素瘤 / 骨 / 继发 / 恶性肿瘤 / 颈部 / 继发 / 恶性肿瘤 / 癌性 / 疼痛 / 转移性 / 肿瘤
胎盘 / 前置 / 状态 / 胎盘 / 缘 / 剥,前置 / 胎盘 / 胎盘 / 早期 / 剥
真菌 / 败血,真菌性 / 败血症
糖尿病 / 糖尿病 / 伴肾 / 发症 / 高血压病 / 脑梗死 / 慢性 / 肾衰竭 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 型 / 糖尿病 / 伴发症,糖尿病 / 未 / 特指 / 糖尿病 / 伴肾 / 发症 / 高血压 / 脑梗死 / 慢性 / 肾衰竭 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 非 / 胰岛素 / 赖型 / 糖尿病 / 伴发症
右下 / 肺 / 斑片影 / 性质 / 查 / 早期 / 恶性 / 外,右肺 / 下叶 / 恶性肿瘤
右 / 肱骨 / 放疗 / 中,放射治疗
格林 / 巴利 / 综合征 / 高位 / 脊髓 / 病变 / 低钾,吉兰 / 巴雷 / 综合征 / 低钾血症 / 脊髓 / 病
胰体癌,胰体 / 恶性肿瘤 / 癌
肝 / 脾 / 挫伤,肝 / 挫伤 / 脾 / 损伤
范 / 德伍德 / 综合征,范 / 德沃德 / 综合征 / VanderWoude / 综合征
妊娠 / 性 / 心脏 / 改变,循环系统 / 疾病 / 发 / 妊娠 / 分娩 / 产褥期
左 / 睾丸 / 回缩,回缩 / 睾丸
左 / 下肢 / 扭伤,下肢 / 关节 / 韧 / 扭伤
淤血 / 性脾肿 / 副 / 脾,先天性 / 副 / 脾
