Text,Normalized Result,label
系统性红斑狼疮狼疮肾炎,系统性红斑狼疮 狼疮性肾炎,1.0
脑白质变性5神经症,脑白质病 神经症性障碍,1.0
脾肾不足疖肿肾气不足,皮肤疖肿,1.0
性功能减退,性功能障碍,1.0
肺炎并肺不张,肺不张 肺炎,1.0
颈动脉粥样硬化并斑块形成,颈动脉粥样硬化,1.0
降结肠癌术后拟行第二次化疗,降结肠恶性肿瘤 癌 恶性肿瘤术后化疗,1.0
面部及左前臂蜂蜇伤,蜂螫伤 面部损伤 前臂损伤,1.0
肠胃功能失调,胃肠功能紊乱,1.0
喉部气管异物,喉内异物 气管内异物,1.0
前躯干右上肢热水烫伤,躯干部烫伤 上肢烫伤,1.0
左侧肩背外伤痛,肩部损伤 躯干未特指的损伤水平未特指 肩痛 背痛,1.0
更年期掌跖角皮病,角化病,1.0
维生素A缺乏干眼症,维生素A缺乏干眼症,1.0
左足伤口不愈合,足部开放性损伤 开放性损伤愈合不良,1.0
右手中环指软组织缺损伴骨外露坏死,手坏死,1.0
鞍区结核瘤,结核感染,1.0
下咽后壁乳头状瘤,乳头状瘤 咽良性肿瘤,1.0
胃癌IV期肝多发转移腹腔淋巴结转移胃溃疡止血,胃恶性肿瘤 癌 肝继发恶性肿瘤 转移性癌 腹腔淋巴结继发恶性肿瘤 胃溃疡,1.0
右环指末节手指缺损指腹皮肤缺失,皮肤缺损,1.0
左上肺碘125放射性粒子植入术,放射治疗,1.0
视神经发良不良,视神经发育不良,1.0
右额叶放射性坏死,放射性脑病,1.0
包皮过长伴粘连,包皮过长 包皮粘连,1.0
骶前神经鞘瘤术后,神经鞘瘤 骶前良性肿瘤,1.0
左肾上腺皮质瘤术后,肾上腺皮质性瘤,1.0
腰34椎间盘膨出 ,腰椎间盘移位,1.0
不典型甲状旁腺腺瘤,甲状旁腺良性肿瘤 腺瘤,1.0
口咽粘膜擦伤,口腔和咽喉部损伤,1.0
胸水查见异型细胞结合免疫表型疑为,胸腔积液,1.0
双肺间质改变左上肺斑片影可疑,肺部阴影,1.0
2颈部硬膜外出血,硬膜外出血,1.0
2型糖尿病糖尿病足部病变,2型糖尿病 2型糖尿病足,1.0
皮肤棘层松解性疾患NOS,其他特指的皮肤棘层松解性疾患,1.0
颅底凹陷症伴不全瘫,先天性颅底凹陷症 不完全性瘫痪,1.0
痔出血,痔 出血,1.0
发作性左上肢僵硬发作,肢体无力 肢体僵硬,1.0
慢性阻塞性肺疾病急性加重期气管插管术后II型呼吸衰竭,慢性阻塞性肺疾病急性加重 气管术后 Ⅱ型呼吸衰竭,1.0
左足开水烫伤,沸水烫伤 足部烫伤,1.0
肺恶性肿瘤 封管 深静脉置管 换药,肺恶性肿瘤,1.0
停经25周B超提示胎儿之一隔离肺,孕25周 先天性肺隔离症,1.0
鼻咽癌放疗后未控,鼻咽恶性肿瘤 癌 恶性肿瘤放疗 化学治疗,1.0
肢体肿胀静脉曲张,肢体肿胀 静脉曲张,1.0
左上肢跌伤待查,摔伤 上肢损伤,1.0
绝经后IUD断裂嵌頓肌层内外院取环失败后,避孕环残留 避孕环嵌顿,1.0
盆腔低分化神经母细胞瘤高危ufh型3期术前化疗5次术后化疗,盆腔恶性肿瘤 神经母细胞瘤 恶性肿瘤术前化疗 恶性肿瘤术后化疗,1.0
血尿蛋白尿查因IGA肾病,IgA肾病 蛋白尿 血尿,1.0
骨质疏松 乳腺癌 末梢神经炎,骨质疏松 乳腺恶性肿瘤 末梢神经病末梢神经炎 癌,1.0
右肝巨块型肝癌伴肝内转移门静脉右支癌栓,肝恶性肿瘤 肝继发恶性肿瘤 门静脉瘤栓 癌 转移性癌,1.0
先天性聋哑症,先天性聋 聋哑症,1.0
右肺钙化结节,肺钙化 肺占位性病变,1.0
鼻咽黑色素瘤术后肠镜肠道准备,鼻咽术后 鼻咽恶性肿瘤 黑色素瘤,1.0
直肠癌术后复查 回肠造口术后,直肠术后 直肠恶性肿瘤 癌 回肠造口状态,1.0
左膝腘窝软组织劳损,膝的其他和未特指部位的扭伤和劳损,1.0
获得性凝血功能障碍维生素K依赖性,凝血功能障碍 维生素K缺乏,1.0
翼状胬肉切除术单眼,翼状胬肉 眼术后,1.0
宫颈鳞状上皮内瘤变III级,子宫颈上皮内瘤变III级CINIII级,1.0
结肠癌不除外,结肠恶性肿瘤 癌,1.0
妊娠合并胎儿畸形,胎儿畸形,1.0
颞下颌关节功能紊乱病咀嚼肌功能紊乱,颞下颌关节紊乱病 肌肉疾患,1.0
椎管内硬脊膜血管脂肪榴,椎管内脂肪瘤 血管脂肪瘤,1.0
右膝陈旧性损伤,下肢未特指的损伤水平未特指,1.0
心慌气短,心悸 气短,1.0
双颞硬膜血肿上矢状窦动静脉漏,脑动静脉瘘,1.0
重度呼吸睡眠暂停综合症,睡眠呼吸暂停低通气综合征,1.0
腹腔室间隔综合症,腹腔筋膜室综合征腹腔室隔综合征ACS,1.0
卵巢囊肿术后,卵巢囊肿 卵巢术后,1.0
眼视神经瘤,神经瘤 视神经良性肿瘤,1.0
范博盖尔特脑白质病,脑白质病,1.0
肝癌化疗后血细胞低下,肝恶性肿瘤 化疗药物反应 全血细胞减少 癌,1.0
口咽癌姑息,口咽恶性肿瘤 姑息医疗 癌,1.0
结肠多发低级别管状腺瘤,结肠良性肿瘤 管状腺瘤,1.0
RHCC晚期,肝细胞癌,1.0
右乳腺增生病伴囊肿形成并见异物肉芽肿,乳腺增生 乳腺囊肿 异物肉芽肿,1.0
肺炎肿瘤多处转移全身痛不能进食,肺炎 多部位继发恶性肿瘤 全身疼痛 进食障碍,1.0
马尾神经损害,马尾损伤,1.0
双前臂多处软组织被铁片划伤,前臂开放性损伤,1.0
左股四头肌腱开放性撕脱性骨折,股骨骨折,1.0
右扁桃体隐窝赘生物,扁桃体息肉,1.0
喉癌累及下咽,喉恶性肿瘤 癌 咽恶性肿瘤,1.0
右肺癌化放疗后,右肺恶性肿瘤 化学治疗 恶性肿瘤放疗 癌,1.0
希罗达手足综合症3级希罗达手足综合症3级,化疗药物反应,1.0
慢性浅表性胃炎并胃体糜烂,慢性浅表性胃炎 糜烂性胃炎,1.0
胃体癌,胃体恶性肿瘤 癌,1.0
级高血压极高危组,高血压,1.0
左侧颈动脉岩段动脉夹层伴重度狭窄,颈动脉夹层 颈动脉狭窄,1.0
缺铁缺钙取药补充维生素AD取药,铁缺乏 钙代谢紊乱,1.0
急性髓细胞白血病CR化疗,急性髓细胞白血病 化学治疗,1.0
右乳导管内乳头状肿瘤性病变,乳腺良性肿瘤 导管内乳头状瘤,1.0
停经344周B超提示胎儿脑中线无回声区,妊娠状态,1.0
腰骶部软组织劳损,腰椎和骨盆其他和未特指部位的扭伤和劳损,1.0
双侧甲状腺癌待排,甲状腺恶性肿瘤 癌,1.0
被打伤左耳半小时,耳部损伤,1.0
右椎动脉及基底动脉支架置入术,血管支架植入术后状态,1.0
醛固酮过多症,醛固酮增多症,1.0
食管癌高血压,食管恶性肿瘤 癌 高血压,1.0
左环指指背部分皮肤撕脱伴部分坏死,手指开放性损伤 手坏死,1.0
卵巢高级别浆液性腺癌III期,卵巢恶性肿瘤 浆液性腺癌,1.0
心律失常窦性心动过速,窦性心动过速,1.0
腹膜后淋巴结转移,腹膜后淋巴结继发恶性肿瘤,1.0
肩周炎局部钙化术后,肩周炎,1.0
宫外孕破裂休克,异位妊娠后子宫破裂 休克,1.0
肝损伤肝功能损害,肝损伤 肝功能异常,1.0
感染性发热皮肤软组织感染,感染性发热,1.0
贲门肿瘤恶性术后,贲门恶性肿瘤,1.0
昏迷原因颅脑疾患,昏迷,1.0
腿肿,下肢肿胀,1.0
跟腱骨化,关节周围骨化,1.0
多发性骨髓瘤术后化疗后,多发性骨髓瘤 多发性骨髓瘤 恶性肿瘤术后化疗,1.0
鼻咽癌根治性放射治疗,鼻咽恶性肿瘤 癌 恶性肿瘤放疗,1.0
阴道斜隔,阴道斜隔,1.0
脊髓空洞伴不全瘫,不完全性瘫痪 脊髓空洞症,1.0
双下肢肢端肥大,肢端肥大症,1.0
肝功受损特纳综合症,特纳综合征Turner综合征 肝功能异常,1.0
宫颈炎特异阴道炎,子宫颈炎 阴道炎,1.0
慢性肾脏病急性加重透析状态,慢性肾病 肾脏透析状态,1.0
女性右侧乳腺癌,乳腺恶性肿瘤 癌,1.0
1右股骨髂骨骨质破坏2肠蛔虫,骨质破坏 肠蛔虫病,1.0
考虑舌唇黏膜扁平苔藓,口腔扁平苔癣,1.0
急性化脓性阑尾炎肠麦克儿憩室,急性化脓性阑尾炎 麦克尔憩室,1.0
小肠系膜病变,腹膜未特指的疾患,1.0
溃疡型脉管腺癌,腺癌,1.0
常染色体显性多囊肾,常染色体显性遗传的多囊肾病,1.0
左下下颌骨纤维异样增殖症良性,颌骨纤维异常增殖症,1.0
骨关节病髌股关节炎,骨关节病 髌股关节病,1.0
75牙髓炎746465深龋5563中龋,牙髓炎 龋病 龋病,1.0
COPD肺心病抗病毒治疗免疫功能低,慢性阻塞性肺疾病 肺源性心脏病 抗病毒药的有害效应,1.0
颈部淋巴瘤,颈淋巴结肿大,1.0
左腋下淋巴结放疗后,放射治疗,1.0
多脏器功能障碍肝脏肺心脏肾凝血系统,多脏器功能障碍综合征MODS,1.0
右膝髌骨局灶性坏死内侧OA,单侧膝关节骨性关节病 骨坏死,1.0
肝弥漫性病变原因待查免疫性肝病可能性大,未特指的肝病,1.0
右胫骨骨暴露,下肢开放性损伤,1.0
味觉缺失,味觉障碍,1.0
多脏器功能不全循环呼吸胃肠肾脏凝血,多脏器功能障碍综合征MODS,1.0
颈椎腰椎病醣尿病脑缺血,颈椎病 糖尿病 脑血管供血不足 腰椎病,1.0
阴道前壁膨出Ⅲ子宫颈脱出Ⅲ,子宫脱垂Ⅲ度 阴道前壁脱垂,1.0
右乳上象限浸润性导管癌,乳腺恶性肿瘤 浸润性导管癌,1.0
高血压Ⅰ期,高血压,1.0
管状静脉窦无顶综合征,无顶冠状静脉窦综合征,1.0
右肺继发恶性肿瘤,肺继发恶性肿瘤,1.0
胃隆起性病变SMTCa,胃恶性肿瘤 癌,1.0
椎基底A供血不足胃黏膜撕裂症,椎基底动脉供血不全 胃损伤,1.0
双侧乳腺腺瘤术后,乳腺良性肿瘤 腺瘤 乳腺术后,1.0
外院两次B超均提示早孕宫内暗区,妊娠状态,1.0
1妊娠合并盆腔包块性质待查2G1P0孕306周待产LOA,盆腔肿物 孕30周,1.0
白细胞血小板继发性减少症,继发性血小板减少 白细胞减少,1.0
贲门早CA胃息肉,贲门恶性肿瘤 癌 胃息肉,1.0
左髋AVN右膝重度OA伴内翻,单侧膝关节骨性关节病 股骨头缺血性坏死 膝内翻,1.0
心功能III级KILLIP分级,KillipIII级,1.0
肝内胆汁淤积综合症,胆汁淤积症,1.0
右颌下粘液囊肿伴导管囊性扩张右颌,下颌下腺粘液囊肿,1.0
宫颈低中分化鳞癌IIIb期放化疗后,子宫颈恶性肿瘤 鳞状细胞癌 化学治疗 恶性肿瘤放疗,1.0
胎膜及脐带未见明显异常胎盘局部梗死,胎盘梗死,1.0
取出大股骨内固定装置,取出内固定装置,1.0
肝脾异常,肝功能异常 脾功能异常,1.0
右下肢网状淋巴管炎,丹毒,1.0
左膝内侧滑膜皱综合征,膝关节滑膜皱襞综合征,1.0
妊娠滋养细胞肿瘤第一次化疗后,化学治疗 滋养细胞病,1.0
冠心病心房纤颤高血压头痛,冠状动脉粥样硬化性心脏病 心房颤动心房纤颤 高血压 头痛,1.0
鼻咽癌放疗中,鼻咽恶性肿瘤 癌 恶性肿瘤放疗,1.0
银屑病玫糠伴化脓,银屑病 玫瑰糠疹,1.0
子宫内膜癌内分泌治疗后,子宫内膜恶性肿瘤 恶性肿瘤内分泌治疗 癌,1.0
1冠心病陈旧前间壁心梗2高血压32型糖尿病,冠状动脉粥样硬化性心脏病 陈旧性前间壁心肌梗死 高血压 2型糖尿病,1.0
肾上腺神经节母细胞瘤术后复发IV期,肾上腺恶性肿瘤 神经节神经母细胞瘤 恶性肿瘤复发,1.0
右手第5近节指骨骨折复查,指骨近节骨折,1.0
右臂皮肤纤维组织细胞瘤,上肢皮肤良性肿瘤 纤维组织细胞瘤,1.0
右拇短伸肌腱断裂,手部肌肉肌腱断裂,1.0
右下肺腺癌,右肺下叶恶性肿瘤 腺癌,1.0
肾继发性病综合征,肾病综合征,1.0
右颈内静脉长期血透留置管破裂,血管透析导管的机械性并发症,1.0
右眼睑色素斑,色素沉着未特指的疾患,1.0
淋巴瘤白血病T细胞型,T淋巴母细胞白血病淋巴瘤,1.0
孕13周孕妇心脏左房大,孕13周 心房扩大,1.0
右髂内动脉夹层动脉瘤,髂内动脉夹层 髂内动脉瘤,1.0
动脉硬化颈动脉斑块,颈动脉硬化,1.0
右肺腺Ca,右肺恶性肿瘤 腺癌,1.0
左外耳道鳞状细胞癌中分化,外耳道皮肤恶性肿瘤 鳞状细胞癌,1.0
左足拇指远节趾骨基底部撕脱性骨折,拇趾骨折,1.0
夜间阵发性呼吸睡眠暂停,睡眠呼吸暂停低通气综合征,1.0
左足第2趾右足第234缺血坏死,足坏死,1.0
子宫颈中低分化腺癌,子宫颈恶性肿瘤 腺癌,1.0
骶尾部皮脂腺瘤,皮脂腺瘤,1.0
肺部阴影感染性,肺部阴影 肺部感染,1.0
左拇指指骨基底部陈旧性撕脱性骨折,拇指骨折,1.0
右侧乳腺癌化疗,乳腺恶性肿瘤 化学治疗 癌,1.0
早孕人流宫颈HPV58,早期人工流产 宫颈人乳头瘤病毒感染,1.0
双侧卵巢交界性浆液性囊腺瘤IIIc期,卵巢交界性肿瘤 浆液性囊腺瘤,1.0
停经294周B超提示胎儿左侧胸前增强回声,妊娠状态,1.0
子宫内膜增生子宫内膜单纯性增生,子宫内膜单纯性增生,1.0
右侧额颞顶部慢性硬膜下血肿并急性出血,颅内出血,1.0
右鼻赘生物,鼻腔息肉,1.0
功能性胃肠紊乱,胃肠功能紊乱,1.0
副乳癌,副乳腺恶性肿瘤 癌,1.0
左房左室肥大左室舒张功能减退,心房肥大 心室肥大,1.0
高胆固醇血症上感,高胆固醇血症 上呼吸道感染,1.0
鼻咽占位待查,面部占位,1.0
肠肌惹综合症,肠易激综合征,1.0
右枕部异常信号影,颅骨和头诊断性影像检查的异常所见不可归类在他处者,1.0
双肺支气管炎可能性大,未特指的支气管肺炎,1.0
弥漫性实质性肺疾病特发性间质性肺纤维化,弥漫性肺间质疾病 特发性肺间质纤维化,1.0
肠系膜血管缺血性病变及痉挛性改变,肠系膜动脉供血不足 肠痉挛,1.0
慢性酒精中毒酒精中毒性自主神经病,慢性酒精中毒性神经病 自主神经系统疾患,1.0
腰椎管狭窄伴不全瘫,腰椎管狭窄 不完全性瘫痪,1.0
高血脂脂肪肝肝酶异常,高脂血症 脂肪肝,1.0
肝M放化疗后,肝继发恶性肿瘤 恶性肿瘤放疗 化学治疗,1.0
颈67髓内病变伴脊髓空洞,脊髓空洞症 脊髓病,1.0
1大便异常待诊肠肿瘤直肠炎炎症性肠病,其他大便异常 直肠炎,1.0
卵巢良性肿物,卵巢肿物,1.0
直肠低分化腺癌,直肠恶性肿瘤 腺癌,1.0
低钠低钾低氯,低钠血症 低钾血症 低氯血症,1.0
右肾切开取石术后,肾结石 肾术后,1.0
右侧舌根部鳞状细胞癌伴颈部淋巴结转移术后T2N1M0,舌恶性肿瘤 鳞状细胞癌 颈部淋巴结继发恶性肿瘤,1.0
左颈胸部占位性病变,颈部占位 胸部占位,1.0
右肘部擦皮伤,上肢浅表擦伤,1.0
喉癌放疗,喉恶性肿瘤 癌 恶性肿瘤放疗,1.0
右肺鳞癌Ⅲ期,右肺恶性肿瘤 鳞状细胞癌,1.0
猫抓伤病史,被其他哺乳动物咬伤或抓伤在未特指场所 损伤史,1.0
腰间盘突出伴椎管狭窄,腰椎间盘突出 腰椎管狭窄,1.0
慢性支气管炎并感染,慢性支气管炎 感染,1.0
颈动脉硬化狭窄,颈动脉硬化 颈动脉狭窄,1.0
右上肢猫抓伤口腔动物致伤,上肢损伤,1.0
新生儿胎粪吸入综合征先心病心衰缺氧缺血,新生儿胎粪吸入综合征 胎儿先天性心脏病 新生儿心力衰竭,1.0
乏力肝异常回声区,乏力,1.0
腹部神经性异常感觉,周围神经系统和特殊感觉功能检查的异常结果,1.0
左股骨近端溶骨性破坏,骨质溶解,1.0
房间隔膨出卵园孔未闭,卵圆孔未闭 先天性房间隔膨出瘤,1.0
动脉导管未关闭,动脉导管未闭,1.0
1左肱骨头坏死伴缺损2左肩关节继发性,肱骨头缺血性坏死,1.0
胆栓综合症,胆汁浓缩综合征,1.0
主动脉瓣环升主动脉发育差,先天性主动脉弓发育不良 先天性升主动脉发育不良,1.0
食管胃静脉曲张,胃静脉曲张 食管静脉曲张,1.0
下咽部差分化腺癌,咽恶性肿瘤 腺癌,1.0
B淋巴细胞淋巴组织增生性病,淋巴细胞增殖性疾病 淋巴组织增生,1.0
宫内物符合胎盘组织残留,胎盘部分残留不伴出血,1.0
颈内动脉硬斑,颈动脉硬化,1.0
夜尿多待查,尿频,1.0
腰椎间盘脱出伴脊髓病,腰椎间盘移位 脊髓病,1.0
左腘窝肌腱劳损,身体未特指部位的脱位扭伤和劳损,1.0
颊部血管瘤,面部血管瘤,1.0
MR示胸4椎体水平脊髓后方异常信号影,其他特指身体结构诊断性影像检查的异常所见,1.0
右肩枪伤,肩部开放性损伤 枪击伤,1.0
右眼外眦部鳞状细胞Ca,外眦恶性肿瘤 鳞状细胞癌,1.0
硬膜下硬膜外血肿,硬膜下血肿 硬膜外血肿,1.0
宫颈恶性肿,子宫颈恶性肿瘤,1.0
左膝股骨内髁骨转换异常左膝OA,单侧膝关节骨性关节病 代谢性骨病,1.0
消化性溃疡伴出血和穿孔,消化性溃疡伴出血 消化性溃疡伴穿孔,1.0
睡眠障碍伴焦虑,睡眠障碍 焦虑状态,1.0
分裂胰腺胰腺狭窄,胰腺分裂症,1.0
肝肝细胞异型增生胆管增生,肝细胞不典型增生 胆道不典型增生,1.0
肺大泡切除术后,肺大疱 肺术后,1.0
慢性移植物抗宿主反应肺肝皮肤口腔,慢性移植物抗宿主病,1.0
动脉和小动脉的其他特指疾患,动脉和小动脉其他特指的疾患,1.0
多脏器功能不全心脏肾脏消化道凝血代谢,多脏器功能障碍综合征MODS,1.0
食管下端溃疡型低分化癌pT3,食管恶性肿瘤 癌,1.0
右侧桡骨远端开放性骨折,桡骨远端骨折 上肢开放性骨折,1.0
扭伤咽炎上感肾虚,咽炎 上呼吸道感染,1.0
慢性肾功能不全冠状动脉粥样硬化性心,慢性肾功能不全 冠状动脉粥样硬化性心脏病,1.0
特发性肺动脉高血压,原发性肺动脉高压,1.0
右第一足趾创伤性足趾切断,单趾切断,1.0
狂犬疫苗后急性播散性脊髓膜炎,疫苗接种后脑脊髓炎 急性播散性脑脊髓炎,1.0
新生儿脓疮病,新生儿脓胞疮新生儿脓疱病,1.0
电解质紊乱低钠钾氯血症,电解质紊乱 低钠血症 低钾血症 低氯血症,1.0
附件内膜异位症,输卵管子宫内膜异位症 卵巢子宫内膜异位症,1.0
左小腿开放性伤口愈合不良,小腿开放性损伤 开放性损伤愈合不良,1.0
面部双上肢皮肤抓伤,面部开放性损伤 上肢开放性损伤,1.0
发热癌性,发热,1.0
交界性逸搏伴完全性右束支阻滞,结性逸搏 完全性右束支传导阻滞,1.0
左眼先天性瞳孔异位伴闭锁,先天性瞳孔异位 先天性瞳孔闭锁,1.0
股癣毛周角化症,股癣 毛发苔藓,1.0
右侧颈内动脉烟雾综合征不除外,烟雾病脑底异常血管网病,1.0
颅内颈髓多发脱髓鞘改变,脱髓鞘病,1.0
宫颈鳞癌IIb期术后化疗后盆腔复发,子宫颈恶性肿瘤 鳞状细胞癌 恶性肿瘤术后化疗 恶性肿瘤复发,1.0
四肢火焰烧伤,上肢烧伤 下肢烧伤,1.0
子宫肌瘤,子宫平滑肌瘤 子宫平滑肌瘤,1.0
右乳增生性炎,乳腺增生 乳腺炎,1.0
左上肺周围型低分化腺癌纵隔淋巴结转移上呼吸道感染,左肺上叶恶性肿瘤 腺癌 纵隔淋巴结继发恶性肿瘤 转移性腺癌 上呼吸道感染,1.0
胎儿双足内翻,先天性内翻足,1.0
膝部软组织损伤,下肢未特指的损伤水平未特指,1.0
右前臂烧伤2III°,上肢三度烧伤,1.0
胃角印戒细胞癌,胃恶性肿瘤 印戒细胞癌,1.0
乳腺癌晚期肺癌癌性疼痛慢性胃炎,乳腺恶性肿瘤 肺恶性肿瘤 慢性胃炎 癌性疼痛 癌,1.0
双眼视神经发育迟缓,视神经发育不良,1.0
胰后脾静脉海绵样变,海绵状血管瘤,1.0
右眼TERSON综合征,蛛网膜下腔出血并玻璃体出血症Terson综合征,1.0
HL经典型结节硬化型IIB期化疗后,结节硬化型经典霍奇金淋巴瘤 化学治疗,1.0
